mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.6203575134277344,0.02571805608118015,0.0012133121490478516,3.583408242695606e-05,10,3,10,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.6900040469445569,0.734925131525698,0.7142857142857143,0.7092270335896398,0.7300141671726371,0.7482291034203602,0.6628212912365918,0.734669095324833,0.7120016191054442,0.7328476017000607,0.7169024804305536,0.024054247496840014,1,0.8102851232236014,0.8019203094081669,0.8027972656952689,0.807609282245008,0.8065567872641828,0.8064443594990218,0.8123355743934522,0.8030040698850989,0.8050952263170913,0.8031389832032919,0.8059186981134184,0.0032621151553603464
0.6174396753311158,0.0433222913094872,0.001251959800720215,0.00012250026639140047,10,5,8,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.6902063941723998,0.735936867664913,0.7124645892351275,0.7116552003237555,0.7273831208257437,0.7460028334345274,0.6626189030560615,0.7360858125885448,0.7128111718275653,0.733859542602712,0.716902443573135,0.023870232262295194,2,0.8089359597049829,0.8008409785932722,0.8020552257600287,0.8059228278467351,0.8051626829761878,0.8051177118701235,0.8103793312796528,0.8015200233849752,0.803408809839678,0.8013851100667821,0.8044728661322418,0.003101949753343294
0.6237892150878906,0.046048433833604296,0.0012434005737304687,7.061029369242931e-05,10,4,8,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 8}",0.6910157830837718,0.7345204370700121,0.7154997976527722,0.7108458114123837,0.7255616272009715,0.7453956688929366,0.6642380085003036,0.7356810362274843,0.7124063954665047,0.7332523780611212,0.7168416943568261,0.023064441485468296,3,0.8101502068717396,0.8019203094081669,0.8027073214606943,0.8073844216585717,0.8062869606277966,0.8062195039687001,0.8118633777797765,0.802644301036584,0.804420659726126,0.8025318732714231,0.8056128935809579,0.0032468537928338256
0.6031441211700439,0.027683653750955214,0.001241922378540039,6.392419613610254e-05,10,4,10,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.6883852691218131,0.7347227842978551,0.7144880615135573,0.7110481586402266,0.726775956284153,0.7466099979761182,0.6642380085003036,0.7354786480469541,0.7120016191054442,0.7318356607974095,0.7165584164283834,0.023484834088107184,4,0.8095205972297176,0.8014256161180069,0.802415002698327,0.8065974096060442,0.8060171339914105,0.8056348795898635,0.8110988689766825,0.8023070177411014,0.8039034920063859,0.802262046635037,0.8051182064592577,0.0031127307718237045
0.6161257505416871,0.029468147617666498,0.0013042449951171874,0.00026405514112625843,10,5,12,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.6912181303116147,0.7365439093484419,0.7114528530959126,0.7130716309186564,0.7271807326452135,0.7462052216150576,0.6612021857923497,0.7344667071443027,0.7136207245496863,0.7304189435336976,0.7165381038954933,0.023785080204351005,5,0.8079915452419499,0.800346285303112,0.8016504767044432,0.8056305090843677,0.8048253996807051,0.8047579430216086,0.8098171924538484,0.8012951678546534,0.8028691565669057,0.801115283430396,0.804029895934199,0.002991052494025925
0.6041009902954102,0.029448276831167602,0.0013155937194824219,9.842004424470627e-05,10,3,12,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.6900040469445569,0.735532173209227,0.7138810198300283,0.7096317280453258,0.7292046144505161,0.7468123861566485,0.6607974094312892,0.7350738716858936,0.7111920663833232,0.73224043715847,0.7164369753295279,0.024335575708414523,6,0.8092957366432811,0.8016279906457996,0.8024599748156144,0.8072270192480662,0.8060845906505071,0.8059271917792818,0.811930834438873,0.8025543588244552,0.8044881163852224,0.8027792143547771,0.8054375027785877,0.0031712555592308075
0.6096714496612549,0.03002344162660577,0.0011909008026123047,6.029445126413355e-05,10,5,10,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.6904087414002428,0.73573452043707,0.7130716309186564,0.7110481586402266,0.725966403562032,0.7458004452539971,0.663023679417122,0.7354786480469541,0.7134183363691561,0.7292046144505161,0.7163155178495975,0.02330406663271434,7,0.8087785572944775,0.8007960064759849,0.8020552257600287,0.8059228278467351,0.8050952263170913,0.8051177118701235,0.8103343601735885,0.8015649944910395,0.8033863242866458,0.8013176534076856,0.8044368887923401,0.003078061600952535
0.6272652864456176,0.04644989502673773,0.0012375593185424804,7.234226712435961e-05,10,3,8,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.688587616349656,0.7339133953864833,0.7142857142857143,0.7092270335896398,0.7292046144505161,0.746407609795588,0.6628212912365918,0.7348714835053632,0.7115968427443837,0.7310261080752884,0.7161941709419224,0.023767683073950132,8,0.8109821910415542,0.8027522935779816,0.8030221262817053,0.8084637524734665,0.8068490994536011,0.8069615272187619,0.8131900254086749,0.803543723157871,0.8056573651428957,0.8037685786881928,0.8065190682444705,0.003347913078020299
0.6118370294570923,0.03179025058640322,0.0012031316757202149,4.6321613071444874e-05,10,4,12,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 12}",0.6893970052610279,0.7353298259813841,0.7124645892351275,0.7112505058680696,0.7273831208257437,0.7466099979761182,0.6620117385144707,0.7354786480469541,0.7126087836470351,0.7287998380894556,0.7161334053445387,0.023774511735776615,9,0.8085761827666846,0.8008634646519158,0.8020552257600287,0.806305090843677,0.8056573651428957,0.805432509612574,0.8106941290221032,0.8018573066804578,0.8035212376048388,0.8018573066804578,0.8046819818765633,0.003069946085392091
0.7294930219650269,0.038892993524004806,0.0013134002685546875,0.0001066112236789332,20,5,12,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.6756373937677054,0.6997167138810199,0.679481991096722,0.6928369081343586,0.7073466909532483,0.7083586318558996,0.64561829589152,0.6972272819267354,0.6786075693179519,0.6909532483302975,0.6875784725155458,0.017752042320239508,10,0.8936184565569347,0.8936859147328656,0.8949001618996222,0.8927415002698327,0.8943403863018011,0.8923841431880017,0.8920243743394869,0.8959368605670857,0.8933959930744496,0.8928338542486453,0.8935861645178725,0.0011415709292603253
