mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.09402999877929688,0.012750813117160758,19.538617300987244,1.0213693204331893,30,4,"{'n_neighbors': 30, 'p': 4}",0.7274382840955079,0.7509105625252934,0.7426143261837312,0.7444354512343181,0.7623962760574783,0.7767658368751265,0.6794171220400729,0.7648249342238413,0.7350738716858936,0.7549079133778588,0.7438784578299121,0.025572085725829696,2,0.7889908256880734,0.7850557654254362,0.7882487857528332,0.7884961323979133,0.7860499628988376,0.7848132574820678,0.7882310615429586,0.7851280552245182,0.786747015042835,0.7847682863760034,0.7866529147831477,0.0016150938585302028
0.09872224330902099,0.013186956215972408,2.0708160400390625,0.32331856113070206,30,2,"{'n_neighbors': 30, 'p': 2}",0.7229866450829624,0.7513152569809793,0.7422096317280453,0.7444354512343181,0.7623962760574783,0.7735276259866424,0.6814410038453754,0.7674559805707347,0.7379073062133171,0.7528840315725561,0.7436559209272409,0.02507478181354765,3,0.7899577262097499,0.7856628890088145,0.789080769922648,0.7891932002158661,0.7869044139140602,0.7852404829896791,0.790816900141659,0.7880961482247656,0.7873316394216716,0.7858026218154835,0.7878086791864398,0.00183180578066844
0.0939030408859253,0.009506881515443386,4.499986600875855,0.42537852184851394,30,1,"{'n_neighbors': 30, 'p': 1}",0.7215702144880615,0.7559692432213678,0.7436260623229461,0.7432213678672602,0.7599676178911151,0.7739324023477029,0.6804290629427241,0.7678607569317952,0.7358834244080146,0.7502529852256629,0.743271313764665,0.025511343040273606,4,0.7906098219104155,0.7857528332433891,0.7894405468609462,0.7881138694009714,0.7864547028534167,0.7863197895352236,0.7880511771187012,0.7871742405504464,0.7877813504823151,0.7862298473230949,0.7875928179278919,0.001461776121402544
0.08956789970397949,0.00923690585999675,17.072990703582764,1.7183166135007941,30,5,"{'n_neighbors': 30, 'p': 5}",0.7219749089437475,0.7521246458923513,0.7442331040064751,0.7460542290570619,0.7583485124468731,0.7735276259866424,0.6790123456790124,0.7658368751264926,0.7364905889496054,0.7549079133778588,0.7432510749466121,0.02550129110048173,5,0.7886085626911316,0.7843362115488397,0.7870795107033639,0.787641662169455,0.7854653385200009,0.7848807141411643,0.7887707148157309,0.7848357430351,0.7872192116565107,0.7842736042092955,0.7863111273490592,0.001658406620213979
0.08863379955291747,0.004645333343735877,4.005084300041199,0.2833821514727475,20,1,"{'n_neighbors': 20, 'p': 1}",0.7235936867664913,0.7480777013354917,0.7387697288547147,0.74524484014569,0.757538959724752,0.7676583687512649,0.6765836875126493,0.7662416514875531,0.7334547662416515,0.7421574580044525,0.7399320848824711,0.024887226253404802,6,0.7943425076452599,0.7897328656233136,0.7931282604785034,0.7923637344846195,0.7917163222629461,0.7903222179749511,0.7939873631191959,0.7909293279068199,0.7908843568007555,0.7911766689901738,0.7918583625286538,0.0014746461704527444
0.08650438785552979,0.00673665649791511,16.274017000198363,0.8802500063148572,20,5,"{'n_neighbors': 20, 'p': 5}",0.7211655200323756,0.7484823957911777,0.7385673816268717,0.7389720760825577,0.7563246306415705,0.7702894150981583,0.6745598057073466,0.7609795587937664,0.7350738716858936,0.7490386561424813,0.7393453311602199,0.025373172797143333,7,0.7915542363734485,0.7899352401511063,0.7920039575463212,0.790834682496852,0.790434645740112,0.7872416972095428,0.7926607154902975,0.7900074202325006,0.7905245879522407,0.7889505992399883,0.7904147782432409,0.0014719043110228585
0.08895902633666992,0.005978039043155594,17.344142413139345,0.9518695702370958,20,4,"{'n_neighbors': 20, 'p': 4}",0.7191420477539457,0.7474706596519628,0.7397814649939296,0.7387697288547147,0.757538959724752,0.7706941914592188,0.6719287593604534,0.7648249342238413,0.731430884436349,0.7510625379477839,0.7392644168406951,0.026800269723843355,8,0.7917566109012413,0.7882712718114769,0.7924761647778378,0.791082029141932,0.7896926224900501,0.7882985182020552,0.7932903109751984,0.7902997324219189,0.7908393856946911,0.7899624491264363,0.790596909554284,0.0015628447591611275
0.10226693153381347,0.006440162903359068,1.8363399028778076,0.22920761446918025,20,2,"{'n_neighbors': 20, 'p': 2}",0.7203561311210036,0.7464589235127479,0.7395791177660866,0.7414002428166734,0.7589556769884639,0.7706941914592188,0.6727383120825744,0.764622546043311,0.7312284962558186,0.7455980570734669,0.7391631695119365,0.026387245559428788,9,0.7948596869940637,0.7904524194999101,0.7933081489476524,0.7920489296636085,0.7903671890810154,0.7885908303914735,0.7935151665055202,0.7905021023992085,0.7902322757628224,0.7889281136869561,0.7912804862932231,0.001962109408897403
0.09503810405731201,0.01114234859233189,20.56478946208954,0.982392944787388,20,3,"{'n_neighbors': 20, 'p': 3}",0.7191420477539457,0.7466612707405909,0.7387697288547147,0.7399838122217726,0.7589556769884639,0.77170613236187,0.6719287593604534,0.7619914996964178,0.733049989880591,0.7486338797814208,0.7390822797640242,0.02660316019927321,10,0.7933531210649397,0.7896204353300953,0.7918015830185285,0.7925661090124123,0.7897825647021789,0.7883210037550874,0.7932678254221662,0.7899174780203719,0.7908843568007555,0.78917545477031,0.7908689931896845,0.0016935281682549095
0.10264832973480224,0.0145561445773312,17.132265591621398,1.3134542411333534,10,3,"{'n_neighbors': 10, 'p': 3}",0.7142857142857143,0.7391744233104006,0.7316875758802105,0.7345204370700121,0.74802671523983,0.763003440599069,0.6660595021250759,0.757538959724752,0.72434729811779,0.7362882007690751,0.731493226712193,0.025815808053427626,11,0.8055405648497931,0.8005936319481921,0.8046636085626911,0.8025499190501889,0.8023070177411014,0.8001484046500124,0.8056573651428957,0.801497537831943,0.8025993299305196,0.8011827400894925,0.802674011979683,0.0018853735433955717
