mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,split5_train_roc_auc,split6_train_roc_auc,split7_train_roc_auc,split8_train_roc_auc,split9_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall
0.12784712314605712,0.01240470614089472,0.004424142837524414,0.0028101377087560203,10,3,8,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7652533609100309,0.739084132055378,0.750524109014675,0.7520833333333334,0.7411167512690355,0.7569230769230769,0.7387198321091291,0.7329842931937172,0.731404958677686,0.7701612903225805,0.7478255137808644,0.012668950288060955,1,0.8764558118291847,0.8636951664118547,0.8669307853647169,0.8790957871903186,0.8801199953847929,0.8818808635695717,0.8771644392794886,0.8724691645333954,0.8700603575902517,0.8795166989627266,0.8747389070116303,0.0058358876874353375,0.8295963766724281,0.796203828180014,0.7977902342999809,0.8225865821650343,0.8088085264711883,0.8115690675372372,0.8097667142759981,0.7991946421498615,0.8118311188993044,0.8276722237558561,0.8115019314406903,0.011382649232936616,8,0.9524347558417998,0.9494263309183941,0.9501901989385964,0.951923263097978,0.9559418134716383,0.9559063982134113,0.9487427608026293,0.9492260531235788,0.9477608888212306,0.9521837952126772,0.9513736258441934,0.002706966585722042,0.773,0.755,0.762,0.762,0.745,0.763,0.751,0.745,0.74,0.772,0.7568,0.010879338215167327,1,0.8797777777777778,0.8712222222222222,0.8731111111111111,0.8823333333333333,0.8845555555555555,0.8838888888888888,0.8825555555555555,0.8782222222222222,0.8732222222222222,0.8825555555555555,0.8791444444444444,0.004698055810126317,0.7520325203252033,0.7052845528455285,0.7276422764227642,0.733739837398374,0.7403651115618661,0.7484787018255578,0.7139959432048681,0.7099391480730223,0.718052738336714,0.7748478701825557,0.7324378700176453,0.020779635501802448,7,0.8655841226883175,0.8281461434370772,0.8389715832205683,0.8682904826341904,0.8603654410106023,0.8799909767651704,0.8513422061809158,0.8457026844123618,0.8617189262350553,0.8702909993232574,0.8570403565907517,0.015023930338112657
0.12189133167266845,0.006302955072277823,0.003498363494873047,0.00018244184124835533,10,3,10,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.7673216132368149,0.7367303609341825,0.7554630593132154,0.7439916405433648,0.7393075356415479,0.7553735926305014,0.7419689119170984,0.728042328042328,0.7358684480986639,0.7670396744659206,0.7471107164823638,0.012800315248016288,2,0.8718124642652945,0.8606345475910694,0.864096890648655,0.874942634235888,0.8779641411220359,0.8791308284291534,0.8732132481115631,0.8662926601215521,0.8681518526937941,0.8766967035473936,0.8712935970766399,0.005938598451284202,0.8310687536009218,0.8019993118238269,0.809353194417771,0.8212942513283401,0.8147056823137335,0.8182003672719853,0.8079063496445303,0.801881168709067,0.8115550647926995,0.8268060539865816,0.8144770197889457,0.009380803473560908,5,0.9498275530281971,0.9473146174060948,0.948152896494673,0.949969089647136,0.9544288361010004,0.953965548214614,0.9463062700664855,0.9455342223765062,0.9462914519668089,0.9499579437634348,0.949174842906495,0.002941547073414509,0.775,0.752,0.765,0.755,0.744,0.761,0.751,0.743,0.743,0.771,0.756,0.011027239001672188,2,0.8754444444444445,0.8682222222222222,0.8703333333333333,0.8788888888888889,0.8827777777777778,0.8813333333333333,0.8787777777777778,0.8728888888888889,0.8711111111111111,0.8798888888888889,0.8759666666666668,0.004817163244939406,0.7540650406504065,0.7052845528455285,0.7378048780487805,0.7235772357723578,0.7363083164300203,0.7484787018255578,0.7261663286004056,0.6977687626774848,0.7261663286004056,0.7647058823529411,0.7320326027803888,0.01976065553057064,8,0.8597203428055932,0.8258908434821831,0.8367162832656744,0.8599458728010826,0.8560794044665012,0.8761561019625536,0.8475073313782991,0.8360027069704489,0.8614933453643131,0.866907286262125,0.8526419518758775,0.014908073870006809
0.15153512954711915,0.004334157582937931,0.003761887550354004,0.000895561259914337,20,3,8,"{'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 8}",0.7728194726166329,0.7467204843592331,0.7420349434737923,0.7497360084477297,0.7432567432567433,0.7414330218068537,0.7304526748971193,0.7494949494949494,0.7331256490134995,0.7563195146612739,0.7465393462027826,0.011406716142825903,3,0.9426911245300217,0.9393079977311402,0.9432930995217491,0.9429059829059829,0.9419531072160254,0.943559399180701,0.9394595827157679,0.9427891695932933,0.9416856492027335,0.9405737704918032,0.9418218883089218,0.001467773258456323,0.813034136739005,0.7878536905447794,0.7795495646885602,0.792526886883042,0.7768842693167861,0.8051058007369444,0.780979071898092,0.78358158199007,0.7858860336625978,0.791077051102016,0.7896478087561892,0.010910545666076223,18,0.9919126553840422,0.9909103657063218,0.9919867700923715,0.9919943766669018,0.991536271917266,0.9920381115596439,0.990887066273605,0.9917312534121762,0.9916380475652109,0.9912861670915591,0.9915921085669097,0.00041222491871256684,0.776,0.749,0.749,0.763,0.743,0.751,0.738,0.752,0.743,0.759,0.7523000000000001,0.010592922165295098,8,0.9441111111111111,0.9405555555555556,0.9446666666666667,0.9443333333333334,0.9433333333333334,0.9448888888888889,0.941,0.9438888888888889,0.9431111111111111,0.942,0.9431888888888889,0.001445341601725708,0.774390243902439,0.7520325203252033,0.733739837398374,0.7215447154471545,0.7545638945233266,0.7241379310344828,0.7200811359026369,0.7525354969574036,0.716024340770791,0.7586206896551724,0.7407670805916984,0.01908021976705318,1,0.9330175913396481,0.9336941813261164,0.9341452413170952,0.9330175913396481,0.9334536431310625,0.9352582900969998,0.9293931874577036,0.9386420031581322,0.9325513196480938,0.9318745770358674,0.9335047625850367,0.0022552402341310266
0.12081952095031738,0.009429156165933946,0.0034900188446044924,0.00015702602383625407,10,4,8,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 8}",0.7740585774058577,0.728448275862069,0.7494780793319414,0.74120082815735,0.7565922920892496,0.7546777546777546,0.7286012526096033,0.7276550998948477,0.7378238341968912,0.7586206896551724,0.7457156683880738,0.014773458535495072,4,0.8736528319192847,0.8579565681737273,0.8674110258199582,0.8762649494020239,0.8780657103192967,0.8779049994331708,0.8716216216216216,0.8697273362852481,0.8677224564201891,0.8738687134837896,0.871419621287831,0.005784370436328587,0.8293083029255489,0.7990485564304463,0.7981323218743999,0.8187035881185585,0.8169861292813392,0.8135554568695464,0.8020892094850591,0.7920512420434406,0.8137094870594637,0.8221631439762194,0.8105747438064022,0.011462651369530777,9,0.95300423636808,0.9490327153831215,0.9516630589770323,0.951439677591881,0.9554721784992238,0.9545494554323672,0.9473768036776153,0.9487442920062625,0.9482471447621155,0.950446422419271,0.950997598511697,0.002592672805056086,0.784,0.748,0.76,0.75,0.76,0.764,0.74,0.741,0.747,0.762,0.7555999999999999,0.012555476892575617,3,0.8775555555555555,0.867,0.8733333333333333,0.8804444444444445,0.8828888888888888,0.8803333333333333,0.8775555555555555,0.8757777777777778,0.871,0.8776666666666667,0.8763555555555556,0.004533224399562644,0.7520325203252033,0.6869918699186992,0.7296747967479674,0.7276422764227642,0.7565922920892495,0.7363083164300203,0.7079107505070994,0.7018255578093306,0.7221095334685599,0.7586206896551724,0.7279708603374067,0.0228247761740766,11,0.8592692828146143,0.8152909336941814,0.8410013531799729,0.8592692828146143,0.8560794044665012,0.8734491315136477,0.8438980374464246,0.841867809609745,0.8590119557861493,0.8603654410106023,0.8509502632336453,0.015255652209826243
0.12009944915771484,0.010721401363577087,0.0033869504928588866,0.000123142651411774,10,3,12,"{'max_depth': 10, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.7670103092783506,0.7336152219873149,0.7455497382198952,0.7520833333333334,0.7405900305188201,0.7530864197530864,0.7358490566037736,0.7265047518479408,0.7338877338877338,0.7665995975855131,0.7454776193015762,0.013277569674744936,5,0.8701610140459062,0.8585171281088692,0.8628045226716401,0.8724232707283556,0.8713807820971277,0.8775741117899977,0.8704179313565258,0.864278212160112,0.8648340367286415,0.8736157095558853,0.868600671924306,0.005494506348952826,0.8312407976441969,0.7993406312015877,0.7975381697714614,0.8320550060815568,0.8100367672063724,0.8175822461202394,0.816267988525751,0.8056499073818468,0.8171801673127932,0.8274821865085555,0.8154373867754362,0.011763276864667715,4,0.9483683502485769,0.9455234913742432,0.9473454388509449,0.9474791466253185,0.9506666193804642,0.9525528152882878,0.9446684995997384,0.9440748124361988,0.9438513060994114,0.9481069902360085,0.9472637470139192,0.0027039955086611235,0.774,0.748,0.757,0.762,0.745,0.76,0.748,0.741,0.744,0.768,0.7546999999999999,0.010592922165295098,4,0.8736666666666667,0.866,0.8692222222222222,0.8762222222222222,0.8761111111111111,0.8797777777777778,0.8766666666666667,0.8707777777777778,0.8683333333333333,0.877,0.8733777777777778,0.0042947570678217644,0.7560975609756098,0.7052845528455285,0.7235772357723578,0.733739837398374,0.7383367139959433,0.742393509127789,0.7119675456389453,0.6977687626774848,0.716024340770791,0.7728194726166329,0.7298009531819456,0.02227717739994373,9,0.8592692828146143,0.825214253495715,0.8346865133062698,0.8590437528191249,0.8520189487931423,0.8748026167381006,0.8409654861267765,0.8353259643582224,0.8551770809835326,0.8630724114595082,0.8499576310895007,0.014595934520624222
0.1425417423248291,0.00473579987290027,0.003629612922668457,0.0002990211382977705,20,5,10,"{'max_depth': 20, 'min_samples_leaf': 5, 'min_samples_split': 10}",0.7724974721941356,0.7374872318692542,0.7331319234642498,0.7365079365079364,0.7504990019960079,0.7458677685950412,0.7471620227038184,0.7341513292433539,0.7580645161290321,0.7326530612244898,0.7448022263927319,0.01225404596255646,6,0.9184578642101671,0.9175045703839122,0.9184984781873521,0.9166285975331202,0.9179767600820232,0.9194280526554699,0.9177193581427109,0.9175351155414592,0.9198283649503163,0.9182490051165435,0.9181826166803073,0.0008938960052299743,0.8254633186095641,0.7920227578260036,0.7932010594712247,0.7976141892324435,0.8005969169957312,0.8123772259362836,0.8003708726910475,0.7906929758232613,0.795511920336386,0.7967921712655681,0.8004643408187514,0.01016130823418396,13,0.9835574259825965,0.9827879518181788,0.9830081226361581,0.9826799779745213,0.9832403094197029,0.9837306403379988,0.9826935215416395,0.9827177985282762,0.983660896482188,0.9834150889053874,0.9831491733626647,0.0004012324646068934,0.775,0.743,0.735,0.751,0.75,0.754,0.755,0.74,0.76,0.738,0.7501,0.011335342959081575,12,0.9203333333333333,0.9197777777777778,0.9196666666666666,0.9188888888888889,0.92,0.9211111111111111,0.9196666666666666,0.9191111111111111,0.9211111111111111,0.9201111111111111,0.9199777777777778,0.0006988526752673995,0.7764227642276422,0.733739837398374,0.7398373983739838,0.7073170731707317,0.7626774847870182,0.7322515212981744,0.7342799188640974,0.7281947261663286,0.7626774847870182,0.7281947261663286,0.7405592935239698,0.0195726934943521,2,0.9106901217861976,0.9055029318899414,0.918809201623816,0.9050518718989625,0.908865328220167,0.9138281073764944,0.9095420708323935,0.9136025265057524,0.918790886532822,0.9108955560568464,0.9115578602723394,0.004535725934217128
0.11809010505676269,0.0031927395616276584,0.003727293014526367,0.00017653266379502486,10,5,8,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 8}",0.7792746113989638,0.7328405491024287,0.7499999999999999,0.7346514047866806,0.7456940222897669,0.7487073422957602,0.7318611987381705,0.7139874739039666,0.7440904419321686,0.7558257345491388,0.7436932778997044,0.016444677500013088,7,0.8679549114331724,0.8553296509578093,0.8625856661633173,0.8726480036714089,0.8720608575380361,0.8706388763026732,0.8683538425818436,0.8649901494958859,0.8652626811594202,0.8713256319341186,0.8671150271237685,0.005047953405576599,0.8417894981115166,0.8073746879201076,0.8118098233147685,0.8187395973369183,0.8198987001452285,0.8155858548275462,0.8152257842537136,0.7927833855435664,0.8197026617216974,0.8194006025180934,0.8162310595693156,0.01159430501364259,2,0.9502383574461745,0.9463227744200186,0.9486943709965462,0.949447273695023,0.9524104133503964,0.9517183587018375,0.9451275643277168,0.9484035745010339,0.9466590149292848,0.9486279946206346,0.9487649696988667,0.0022007410152014794,0.787,0.747,0.76,0.745,0.749,0.757,0.745,0.726,0.751,0.759,0.7526,0.014725488107359987,7,0.8724444444444445,0.8632222222222222,0.8685555555555555,0.8766666666666667,0.8766666666666667,0.8731111111111111,0.874,0.8705555555555555,0.8677777777777778,0.875,0.8718,0.004079397195846659,0.7642276422764228,0.7052845528455285,0.7317073170731707,0.717479674796748,0.7464503042596349,0.7342799188640974,0.7058823529411765,0.6937119675456389,0.7342799188640974,0.7565922920892495,0.7289895941555764,0.022010745597891707,10,0.8509246729815065,0.8207036535859269,0.8373928732521425,0.8576905728461885,0.8533724340175953,0.866907286262125,0.8436724565756824,0.841867809609745,0.8619445071057974,0.8592375366568915,0.8493713802893602,0.013056290289509661
0.12917885780334473,0.015320609922509332,0.003501486778259277,0.0003318061360566612,10,5,12,"{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 12}",0.7743271221532092,0.7311370882040382,0.743455497382199,0.7461139896373057,0.7424547283702213,0.752577319587629,0.7357293868921776,0.7174139728884255,0.7408949011446411,0.7520325203252032,0.7436136526585049,0.014190852006564393,8,0.8650948821161587,0.8529791984957105,0.8612529002320185,0.869355947742379,0.8684482165385939,0.869061150261423,0.8649784105496556,0.8614206128133706,0.8603326498063341,0.8681583476764199,0.8641082316232064,0.004924694262622518,0.8405711862236732,0.8090051053069586,0.8055322162473593,0.8281239997439345,0.8106848942392708,0.8205548287464344,0.8243375701637521,0.7996187252701529,0.8183143896203656,0.822427195730363,0.8179170111292265,0.01142808641212916,1,0.9482743300237819,0.9447978291033864,0.9475383692413044,0.9474094526210183,0.9499619940440129,0.950394238011577,0.9432305759039622,0.9466288353996103,0.9439445613400422,0.9469129971577401,0.9469093182846438,0.0022546084203902534,0.782,0.747,0.755,0.755,0.744,0.76,0.75,0.729,0.751,0.756,0.7529000000000001,0.012700000000000012,5,0.8696666666666667,0.861,0.8671111111111112,0.8733333333333333,0.8725555555555555,0.872,0.8714444444444445,0.8673333333333333,0.8637777777777778,0.8723333333333333,0.8690555555555555,0.003943818416674845,0.7601626016260162,0.6991869918699187,0.7215447154471545,0.7317073170731707,0.7484787018255578,0.7403651115618661,0.7058823529411765,0.6977687626774848,0.7221095334685599,0.7505070993914807,0.7277713187882385,0.021062223722279377,12,0.8482183130356338,0.818448353631033,0.8371673432566531,0.8554352728912945,0.8540491766298218,0.8623956688472818,0.8360027069704489,0.8371306113241597,0.8517933679224002,0.8533724340175953,0.8454013248526321,0.01235963280490417
0.15108630657196045,0.00772555137536791,0.0037313222885131834,0.00023965903999126182,20,3,12,"{'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 12}",0.7731958762886597,0.7499999999999999,0.7306122448979592,0.7484008528784649,0.7467467467467467,0.7334710743801653,0.7402862985685073,0.7311608961303463,0.7346514047866806,0.7428571428571428,0.7431382537534673,0.012105007364173647,9,0.9247091033538672,0.9225184344866705,0.9241819632881086,0.9187335695508059,0.9225865209471767,0.9229190421892817,0.9226361031518624,0.92018244013683,0.9239378711740521,0.9218409273499368,0.9224245975628593,0.0017295421736261138,0.8369362556814545,0.8028555310159402,0.7792454868446321,0.8124899974393445,0.7922592828194326,0.8075982892646958,0.7878084104484478,0.7921972706650504,0.7921052526295155,0.7966661465647267,0.8000161923373241,0.015361640633217667,14,0.9858053663296658,0.9850198393293886,0.986055049668956,0.9839043648105241,0.9851102054178824,0.9854422296379677,0.9852377645592645,0.9842312451387372,0.9857761802110108,0.9851613278617665,0.9851743572965163,0.0006436039804086762,0.78,0.752,0.736,0.764,0.747,0.742,0.746,0.736,0.745,0.748,0.7496,0.012682271089990165,13,0.9266666666666666,0.9241111111111111,0.9261111111111111,0.921,0.9244444444444444,0.9248888888888889,0.925,0.9222222222222223,0.926,0.9243333333333333,0.9244777777777777,0.0016600237987286898,0.7621951219512195,0.7560975609756098,0.7276422764227642,0.7134146341463414,0.7565922920892495,0.7200811359026369,0.7342799188640974,0.7281947261663286,0.716024340770791,0.7383367139959433,0.7352858721284982,0.016765344552046736,5,0.9140730717185386,0.9170049616599008,0.9140730717185386,0.906405051871899,0.9140536882472367,0.9129257838935259,0.9079630047371983,0.9102188134446199,0.9124746221520416,0.9059327769005189,0.9115124846344018,0.0035235316943951146
0.15466933250427245,0.014668211531821998,0.003522324562072754,0.00016625425344147677,20,3,10,"{'max_depth': 20, 'min_samples_leaf': 3, 'min_samples_split': 10}",0.773006134969325,0.7416413373860182,0.7383367139959433,0.7363927427961581,0.7527527527527528,0.7420349434737923,0.738241308793456,0.7296747967479675,0.7347781217750259,0.7443762781186095,0.7431235130809049,0.011546474597322658,10,0.9289967934035731,0.9306975687343786,0.9333181869817108,0.9304825062885891,0.9338352726443074,0.9335759781619654,0.931682714351215,0.9283027470648582,0.9311879493324204,0.9321493624772312,0.9314229079440249,0.0017812817426312425,0.8255253344856284,0.7984123935727546,0.7888319409768901,0.7892480475001599,0.7945017223375782,0.8074562614272397,0.7874223347776164,0.7807770322983304,0.7903909166196574,0.7965481234321927,0.7959114107428049,0.012020917499146959,16,0.9878617592999265,0.9882659203135251,0.989070636626822,0.9883076329900891,0.9891188224392065,0.9890076619947997,0.9884296820169174,0.9874045658812959,0.9883503063963167,0.9885862105431669,0.9884403198502065,0.0005161958336292468,0.778,0.745,0.742,0.753,0.753,0.749,0.744,0.734,0.743,0.75,0.7491000000000001,0.01106752004741804,15,0.9311111111111111,0.9322222222222222,0.9347777777777778,0.9324444444444444,0.9355555555555556,0.9351111111111111,0.9337777777777778,0.9301111111111111,0.933,0.9337777777777778,0.9331888888888888,0.001668184494045215,0.7682926829268293,0.7439024390243902,0.7398373983739838,0.7012195121951219,0.7626774847870182,0.7322515212981744,0.7322515212981744,0.7281947261663286,0.7221095334685599,0.7383367139959433,0.7369073533534525,0.018222400891180095,3,0.9147496617050067,0.9237708615245828,0.9264772214704555,0.917681551646369,0.9233025039476652,0.925783893525829,0.9167606586961425,0.9185653056620798,0.9203699526280171,0.9235280848184074,0.9210989695624555,0.0038279706451938914
