mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,split5_train_roc_auc,split6_train_roc_auc,split7_train_roc_auc,split8_train_roc_auc,split9_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall
31.06732726097107,0.5052096461728777,0.4800038576126099,0.024191627557340608,20,auto,1000,"{'max_depth': 20, 'max_features': 'auto', 'n_estimators': 1000}",0.8346938775510204,0.8113017154389506,0.8120603015075376,0.824847250509165,0.7932067932067933,0.8413654618473896,0.8103092783505155,0.8184615384615386,0.8210961737331954,0.8304914744232696,0.8197833865029376,0.01326478081237856,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.922132065808847,0.9084965751232316,0.9127296587926509,0.9055598233147686,0.8897984004864954,0.916707674704242,0.9119227368564239,0.8999163836111879,0.9164516245184056,0.9127749038811607,0.9096489847097413,0.008849738446669465,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.838,0.813,0.813,0.828,0.793,0.842,0.816,0.823,0.827,0.831,0.8224,0.013551383693187927,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8313008130081301,0.8170731707317073,0.8211382113821138,0.823170731707317,0.8052738336713996,0.8498985801217038,0.7971602434077079,0.8093306288032455,0.8052738336713996,0.8397565922920892,0.8199376638796814,0.015814685756270756,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65.17388112545014,2.0800303865875227,0.9660981655120849,0.05107466326817465,50,log2,2000,"{'max_depth': 50, 'max_features': 'log2', 'n_estimators': 2000}",0.8343558282208587,0.8169868554095044,0.8172690763052209,0.824847250509165,0.7899999999999998,0.8370221327967806,0.8115942028985507,0.8102040816326531,0.8263103802672147,0.8284854563691072,0.8197075264409055,0.013089925643632306,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9228522501760451,0.9089106811343703,0.912657640355931,0.90579788425837,0.8917207772723454,0.9172117735076075,0.9125208540874011,0.8998663738092667,0.9172517813491444,0.9141511736300315,0.9102941189580512,0.00869038572521109,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.838,0.819,0.818,0.828,0.79,0.838,0.818,0.814,0.831,0.829,0.8223,0.013439121995130471,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8292682926829268,0.8211382113821138,0.8272357723577236,0.823170731707317,0.8012170385395537,0.8438133874239351,0.795131845841785,0.8052738336713996,0.8154158215010142,0.8377281947261663,0.8199393129833936,0.014966748461173289,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
94.21860401630401,1.5365752176314242,1.3799004077911377,0.043608428400211056,20,log2,3000,"{'max_depth': 20, 'max_features': 'log2', 'n_estimators': 3000}",0.834016393442623,0.8101522842639594,0.8141414141414142,0.8192032686414709,0.7911646586345382,0.8476286579212916,0.8091286307053942,0.8176229508196721,0.820618556701031,0.8328328328328327,0.8196509648104227,0.014869086179346723,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9231763331412843,0.9080604634786507,0.9118334293579157,0.9054918059023109,0.8910506459266015,0.9178879060295818,0.9117347000012003,0.9005805137807009,0.9169557233217711,0.9129909462254601,0.9099762467165476,0.008783040614324878,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.838,0.813,0.816,0.823,0.792,0.849,0.816,0.822,0.826,0.833,0.8227999999999998,0.014729562111617564,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8272357723577236,0.8109756097560976,0.8191056910569106,0.8150406504065041,0.7991886409736308,0.8519269776876268,0.7910750507099391,0.8093306288032455,0.8073022312373225,0.8438133874239351,0.8174994640412937,0.01796637874215514,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
32.58976931571961,1.0663870473387718,0.5094798326492309,0.045684743753437215,50,log2,1000,"{'max_depth': 50, 'max_features': 'log2', 'n_estimators': 1000}",0.83640081799591,0.8137651821862347,0.8153380423814329,0.8188331627430911,0.7923771313941825,0.8396793587174347,0.8099173553719008,0.8187372708757638,0.8189300411522633,0.8304914744232696,0.8194469837241483,0.013010253482177443,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9229602778311248,0.9082705172524166,0.9119614621343063,0.9053937808078868,0.8910806518077542,0.9173057919352193,0.9126428780040888,0.899560313821509,0.9167836896031623,0.9145932602790147,0.9100552623476483,0.008890436602363319,17,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.965068306494546e-17,0.84,0.816,0.817,0.823,0.793,0.84,0.816,0.822,0.824,0.831,0.8221999999999999,0.012929037087115175,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8313008130081301,0.8170731707317073,0.8211382113821138,0.8130081300813008,0.8012170385395537,0.8498985801217038,0.795131845841785,0.8154158215010142,0.8073022312373225,0.8397565922920892,0.8191242434736721,0.016175622919068412,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
95.14338409900665,0.985151245891698,1.4082744359970092,0.05212000014258612,,auto,3000,"{'max_depth': None, 'max_features': 'auto', 'n_estimators': 3000}",0.8333333333333331,0.8141414141414142,0.8120603015075376,0.8212461695607763,0.7871485943775101,0.8413654618473896,0.8095238095238096,0.8147389969293756,0.8246153846153846,0.8291708291708292,0.818734429500736,0.014280085028584955,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9237464790986494,0.9089466903527303,0.9126376352346199,0.9059199154983676,0.8915807498269661,0.9175478393765178,0.9124508403647115,0.9006745322083128,0.9175698436893631,0.9139071257966562,0.9104981651446897,0.008791902311616487,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,3.510833468576701e-17,0.838,0.816,0.813,0.825,0.788,0.842,0.816,0.819,0.829,0.829,0.8215,0.014417003849621449,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.823170731707317,0.8191056910569106,0.8211382113821138,0.8170731707317073,0.795131845841785,0.8498985801217038,0.7931034482758621,0.8073022312373225,0.8154158215010142,0.8417849898580122,0.8183124721713749,0.01698483490467995,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15.455105710029603,0.15419197656115152,0.24546782970428466,0.01963448556525088,,auto,500,"{'max_depth': None, 'max_features': 'auto', 'n_estimators': 500}",0.8326530612244898,0.8113590263691682,0.8101010101010101,0.8285714285714286,0.7963891675025075,0.8410462776659959,0.8078920041536864,0.8134556574923548,0.8176229508196721,0.8269617706237424,0.8186052354524055,0.01277003485154377,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9225941841111325,0.9070682094616223,0.9109492029959669,0.9053937808078867,0.8912526855263632,0.9164976335361732,0.912536857224016,0.8988161679689218,0.915295397897988,0.9138511148185045,0.9094255234348575,0.00868385851325295,32,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.510833468576701e-17,0.836,0.814,0.812,0.832,0.797,0.842,0.815,0.817,0.822,0.828,0.8215,0.012619429464123944,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8292682926829268,0.8130081300813008,0.8150406504065041,0.8252032520325203,0.8052738336713996,0.847870182555781,0.7890466531440162,0.8093306288032455,0.8093306288032455,0.8336713995943205,0.8177043651775261,0.01581155256226328,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.2895196914672855,0.11236491281944472,0.09720964431762695,0.0038945902101842384,20,log2,200,"{'max_depth': 20, 'max_features': 'log2', 'n_estimators': 200}",0.8288659793814432,0.8145161290322582,0.8145161290322582,0.8179043743641912,0.7943548387096775,0.8385155466399199,0.8070539419087137,0.8182741116751269,0.8224489795918368,0.8293172690763053,0.8185767299411731,0.011776136131396804,7,1.0,0.9998872222848765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999887222284876,3.3833314537057295e-05,0.9234624063760323,0.9064120414826194,0.9086106043147046,0.9024670315600793,0.8909066176970687,0.9158435053270442,0.909946349484499,0.8969217966721479,0.9158775119923505,0.9132329936667587,0.9083680858573304,0.009170048561254475,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.834,0.816,0.816,0.821,0.796,0.839,0.814,0.821,0.826,0.83,0.8212999999999999,0.011498260738042066,8,1.0,0.9998888888888889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999988888888889,3.333333333331856e-05,0.8170731707317073,0.8211382113821138,0.8211382113821138,0.8170731707317073,0.7991886409736308,0.847870182555781,0.7890466531440162,0.8174442190669371,0.8174442190669371,0.8377281947261663,0.8185144873761111,0.01578916899106221,5,1.0,0.9997744700045106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999977447000451,6.765899864682456e-05
31.241549491882324,0.6181623659744008,0.47615392208099366,0.019534993845491046,50,auto,1000,"{'max_depth': 50, 'max_features': 'auto', 'n_estimators': 1000}",0.834016393442623,0.808467741935484,0.816532258064516,0.8244897959183674,0.7826961770623743,0.8435923309788094,0.8111455108359134,0.8139059304703476,0.816032887975334,0.8345035105315948,0.8185382537215364,0.016217495136486383,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9237504801229115,0.9081724921579925,0.9110652326995712,0.905627840727226,0.8915207380646606,0.9171597633136095,0.9113986341322899,0.8999563914527248,0.9158335033666599,0.9131489771995311,0.9097634053237178,0.008669645995807267,26,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.510833468576701e-17,0.838,0.81,0.818,0.828,0.784,0.845,0.817,0.818,0.821,0.835,0.8213999999999999,0.016224672569885638,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8272357723577236,0.8150406504065041,0.823170731707317,0.8211382113821138,0.7890466531440162,0.847870182555781,0.7971602434077079,0.8073022312373225,0.8052738336713996,0.8438133874239351,0.8177051897293822,0.017992556900833026,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.75359857082367,0.8769955568296444,0.9258968353271484,0.03803529329201794,,sqrt,2000,"{'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 2000}",0.8331627430910952,0.8113590263691682,0.809667673716012,0.8226950354609929,0.7899999999999998,0.842741935483871,0.8107549120992761,0.8151174668028601,0.8209876543209876,0.8284854563691072,0.818497190371337,0.013924241045246645,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9233903879393124,0.9087146309455222,0.9127916746687152,0.9059519236924652,0.8908045977011494,0.9174338170281376,0.9114626466787492,0.9002724534008667,0.9175258350636725,0.9139091261887331,0.9102257093307322,0.00892767970489545,10,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.510833468576701e-17,0.837,0.814,0.811,0.825,0.79,0.844,0.817,0.819,0.826,0.829,0.8211999999999999,0.014211263138792393,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8272357723577236,0.8130081300813008,0.8170731707317073,0.8252032520325203,0.8012170385395537,0.847870182555781,0.795131845841785,0.8093306288032455,0.8093306288032455,0.8377281947261663,0.8183128844473029,0.015486609954544605,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
62.91545457839966,0.8280000679516795,0.9336314916610717,0.03616527597926576,,log2,2000,"{'max_depth': None, 'max_features': 'log2', 'n_estimators': 2000}",0.8307692307692308,0.8109756097560975,0.810431293881645,0.8192032686414709,0.7907907907907907,0.8433734939759037,0.8099173553719008,0.8138351983723296,0.82389289392379,0.8316633266533067,0.8184852462136465,0.013989340637561217,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9233963894757057,0.9093287881697715,0.9119814672556175,0.9051157096216632,0.8915727482586586,0.9171337582166105,0.9126708834931648,0.9007605490676173,0.9169797280266933,0.9139331308936551,0.9102873152479157,0.008683386942460944,9,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,3.510833468576701e-17,0.835,0.814,0.811,0.823,0.791,0.844,0.816,0.817,0.829,0.832,0.8211999999999999,0.014154857823376379,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.823170731707317,0.8109756097560976,0.8211382113821138,0.8150406504065041,0.8012170385395537,0.8519269776876268,0.795131845841785,0.8113590263691683,0.8113590263691683,0.8417849898580122,0.8183104107917348,0.01644175168851169,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
