mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,split5_train_roc_auc,split6_train_roc_auc,split7_train_roc_auc,split8_train_roc_auc,split9_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall
0.03146703243255615,0.002490509923610022,0.004786944389343262,0.0005675992055433211,0.1,l2,liblinear,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5751295336787563,0.6068601583113457,0.5956284153005466,0.5885714285714285,0.6065573770491803,0.5977653631284916,0.5737704918032787,0.5373961218836565,0.5753424657534247,0.5608465608465608,0.581786791632667,0.020722756858777214,1,0.5828258221680878,0.5815861440291704,0.5825771324863884,0.5828779599271402,0.5799211404306945,0.5838359469240049,0.5815645845967253,0.5866022933011468,0.5845410628019323,0.5846895720313442,0.5831021658696635,0.0018045305431300656,0.8575811257889673,0.8745512564818508,0.861036157582299,0.8886353504305592,0.882628639808536,0.8520863662673425,0.8698483971491883,0.848578394401277,0.8623998035535754,0.8436321540701244,0.8640977645533721,0.01395177611595349,29,0.8667311073491799,0.8648994488977122,0.866306715432823,0.8635504449898515,0.8642433799089788,0.8674186360045713,0.8656411917004776,0.8678467990527625,0.8663813837223125,0.8687266267520263,0.8661745733810695,0.001541199711871017,0.836,0.851,0.852,0.856,0.856,0.856,0.844,0.833,0.845,0.834,0.8462999999999999,0.008820997676000156,7,0.8477777777777777,0.847,0.8466666666666667,0.8473333333333334,0.8461111111111111,0.8466666666666667,0.8466666666666667,0.8477777777777777,0.8471111111111111,0.8468888888888889,0.8470000000000001,0.0004969039949999366,0.5091743119266054,0.5275229357798165,0.5,0.4724770642201835,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4794520547945205,0.4840182648401826,0.4892777847597503,0.022409200136179887,2,0.4865277071682766,0.4865277071682766,0.48957803762074226,0.4880528723945094,0.4860193187595323,0.4923702950152594,0.48779247202441506,0.49440488301119023,0.4923702950152594,0.4933875890132248,0.4897031177190686,0.0030005992031169456
0.04836139678955078,0.003322108496817359,0.004146981239318848,0.00040828458821378743,0.1,l2,newton-cg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5751295336787563,0.6031746031746031,0.5956284153005466,0.5862068965517242,0.6082191780821917,0.5955056179775281,0.5698630136986301,0.5388888888888889,0.5769230769230769,0.5608465608465608,0.5810385785122507,0.02009656683721214,2,0.5828501678364358,0.5790917403230722,0.5822707953855494,0.5828258221680878,0.5788035226237473,0.5831820931639444,0.5820170109356015,0.5879503481683318,0.58328285887341,0.5843172873145625,0.5826591646792744,0.0024418923665351093,0.8574755390788147,0.8746568431920037,0.8608484478753607,0.8886705460006101,0.8826169079518524,0.8521039061266729,0.8699477896853935,0.8485257748232858,0.8623822636942451,0.843719853366776,0.8640947871795015,0.013969433589489943,34,0.866712602097845,0.8648904854165969,0.8662945713616346,0.8635389514939051,0.8642346332862774,0.8674128509946312,0.8656285369912338,0.867825032952863,0.8663693798266869,0.868704643714254,0.8661611688135927,0.001538035735040636,0.836,0.85,0.852,0.856,0.857,0.856,0.843,0.834,0.846,0.834,0.8464,0.008765842800324459,1,0.8481111111111111,0.8465555555555555,0.8471111111111111,0.8477777777777777,0.8458888888888889,0.8468888888888889,0.8471111111111111,0.8487777777777777,0.8471111111111111,0.8474444444444444,0.8472777777777779,0.0007685966046898254,0.5091743119266054,0.5229357798165137,0.5,0.46788990825688076,0.5091743119266054,0.4840182648401826,0.4748858447488584,0.4429223744292237,0.4794520547945205,0.4840182648401826,0.48744711155795734,0.022296456687539858,33,0.485510930350788,0.4829689883070666,0.4875444839857651,0.4865277071682766,0.48449415353329944,0.4903357070193286,0.4872838250254323,0.4938962360122075,0.4898270600203459,0.4908443540183113,0.48792334454408215,0.0031349069737219787
0.069692063331604,0.0065987907750815825,0.004461312294006347,0.0006178981437981236,0.1,l2,sag,"{'C': 0.1, 'penalty': 'l2', 'solver': 'sag'}",0.5751295336787563,0.6031746031746031,0.5956284153005466,0.5862068965517242,0.6082191780821917,0.5955056179775281,0.5698630136986301,0.5388888888888889,0.5769230769230769,0.5608465608465608,0.5810385785122507,0.02009656683721214,2,0.5828501678364358,0.5790917403230722,0.5822707953855494,0.5828258221680878,0.5788035226237473,0.5831820931639444,0.5820170109356015,0.5879503481683318,0.58328285887341,0.5843172873145625,0.5826591646792744,0.0024418923665351093,0.8574872709354984,0.8746509772636618,0.8608543138037025,0.8886705460006101,0.8825934442384852,0.8520980595068961,0.8699419430656166,0.8485257748232858,0.8623764170744683,0.843719853366776,0.8640918600079001,0.013965517580414984,36,0.8667131803869491,0.8648910637057011,0.8662939930725302,0.8635389514939051,0.8642350670031058,0.8674117663052674,0.8656302001815914,0.8678248160149901,0.8663692352014385,0.8687058730288664,0.8661614146394345,0.001537981542403979,0.836,0.85,0.852,0.856,0.857,0.856,0.843,0.834,0.846,0.834,0.8464,0.008765842800324459,1,0.8481111111111111,0.8465555555555555,0.8471111111111111,0.8477777777777777,0.8458888888888889,0.8468888888888889,0.8471111111111111,0.8487777777777777,0.8471111111111111,0.8474444444444444,0.8472777777777779,0.0007685966046898254,0.5091743119266054,0.5229357798165137,0.5,0.46788990825688076,0.5091743119266054,0.4840182648401826,0.4748858447488584,0.4429223744292237,0.4794520547945205,0.4840182648401826,0.48744711155795734,0.022296456687539858,33,0.485510930350788,0.4829689883070666,0.4875444839857651,0.4865277071682766,0.48449415353329944,0.4903357070193286,0.4872838250254323,0.4938962360122075,0.4898270600203459,0.4908443540183113,0.48792334454408215,0.0031349069737219787
0.056607747077941896,0.004054375187016905,0.004997348785400391,0.0009423596700079822,0.1,l2,saga,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga'}",0.5751295336787563,0.6031746031746031,0.5956284153005466,0.5862068965517242,0.6082191780821917,0.5955056179775281,0.5698630136986301,0.5388888888888889,0.5769230769230769,0.5608465608465608,0.5810385785122507,0.02009656683721214,2,0.5828501678364358,0.5790917403230722,0.5822707953855494,0.5828258221680878,0.5788035226237473,0.5836105231327486,0.5820170109356015,0.5879503481683318,0.58328285887341,0.5843172873145625,0.5827020076761549,0.0024544175842860384,0.8574755390788147,0.8746568431920037,0.8608367160186772,0.8886822778572937,0.8826110420235106,0.8521155993662264,0.8699419430656166,0.8485199282035091,0.8623939569337986,0.843719853366776,0.8640953699106226,0.013970254272359074,33,0.8667119515226026,0.8648914974225292,0.8662944990754964,0.863538662349353,0.864233187563517,0.8674124171188858,0.865629477055349,0.8678252498907355,0.8663694521393112,0.8687047160268783,0.8661611110164659,0.0015381272529722471,0.836,0.85,0.852,0.856,0.857,0.856,0.843,0.834,0.846,0.834,0.8464,0.008765842800324459,1,0.8481111111111111,0.8465555555555555,0.8471111111111111,0.8477777777777777,0.8458888888888889,0.847,0.8471111111111111,0.8487777777777777,0.8471111111111111,0.8474444444444444,0.8472888888888889,0.0007636817901084195,0.5091743119266054,0.5229357798165137,0.5,0.46788990825688076,0.5091743119266054,0.4840182648401826,0.4748858447488584,0.4429223744292237,0.4794520547945205,0.4840182648401826,0.48744711155795734,0.022296456687539858,33,0.485510930350788,0.4829689883070666,0.4875444839857651,0.4865277071682766,0.48449415353329944,0.4908443540183113,0.4872838250254323,0.4938962360122075,0.4898270600203459,0.4908443540183113,0.48797420924398044,0.0031774730336937354
0.024199533462524413,0.001611169577170141,0.004291057586669922,0.000646368149321439,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5751295336787563,0.6031746031746031,0.5956284153005466,0.5862068965517242,0.6082191780821917,0.5955056179775281,0.5698630136986301,0.5388888888888889,0.5769230769230769,0.5608465608465608,0.5810385785122507,0.02009656683721214,2,0.5828501678364358,0.5790917403230722,0.5822707953855494,0.5828258221680878,0.5788035226237473,0.5836105231327486,0.5820170109356015,0.5879503481683318,0.58328285887341,0.5843172873145625,0.5827020076761549,0.0024544175842860384,0.8574755390788146,0.8746568431920037,0.8608484478753607,0.8886764119289519,0.8826051760951688,0.8521039061266729,0.8699360964458398,0.8485199282035091,0.862388110314022,0.843719853366776,0.864093031262712,0.013969001260266078,35,0.8667139755344675,0.8648920034254954,0.8662952219368766,0.8635393852107331,0.8642347055724154,0.8674122001810131,0.8656291878048519,0.8678266961432206,0.8663693075140627,0.8687058730288664,0.8661618556352003,0.001538189106676249,0.836,0.85,0.852,0.856,0.857,0.856,0.843,0.834,0.846,0.834,0.8464,0.008765842800324459,1,0.8481111111111111,0.8465555555555555,0.8471111111111111,0.8477777777777777,0.8458888888888889,0.847,0.8471111111111111,0.8487777777777777,0.8471111111111111,0.8474444444444444,0.8472888888888889,0.0007636817901084195,0.5091743119266054,0.5229357798165137,0.5,0.46788990825688076,0.5091743119266054,0.4840182648401826,0.4748858447488584,0.4429223744292237,0.4794520547945205,0.4840182648401826,0.48744711155795734,0.022296456687539858,33,0.485510930350788,0.4829689883070666,0.4875444839857651,0.4865277071682766,0.48449415353329944,0.4908443540183113,0.4872838250254323,0.4938962360122075,0.4898270600203459,0.4908443540183113,0.48797420924398044,0.0031774730336937354
0.048691082000732425,0.005428419582941911,0.004182958602905273,0.00037655118472038415,1.0,l2,newton-cg,"{'C': 1.0, 'penalty': 'l2', 'solver': 'newton-cg'}",0.5751295336787563,0.6068601583113457,0.5940054495912808,0.5828571428571429,0.6049046321525886,0.5994397759103641,0.5737704918032787,0.5373961218836565,0.5683060109289617,0.5593667546174143,0.5802036071734789,0.020889264850357428,6,0.5841945288753799,0.58123291831157,0.5817191283292978,0.5819174757281553,0.5786125416540443,0.5834840265220013,0.5816419266888821,0.5904704463208684,0.584717607973422,0.5852187028657617,0.5833209303269383,0.0030222645240928253,0.857592857645651,0.8746333794786364,0.8610361575822991,0.8886353504305593,0.8824878575283324,0.8523026911990833,0.8695560661603494,0.8486953267968123,0.8625810487666556,0.8434509088570443,0.8640971644445422,0.013920201317929095,31,0.8667750573211002,0.8649535912150945,0.8663474125285322,0.8635989489884676,0.8642634754553502,0.8674471271785262,0.8656799512670763,0.8678979240781081,0.8664179015975595,0.8687635061903944,0.8662144895820209,0.0015410132570949987,0.836,0.851,0.851,0.854,0.855,0.857,0.844,0.833,0.842,0.833,0.8455999999999999,0.00878862901708794,8,0.848,0.8467777777777777,0.8464444444444444,0.8468888888888889,0.8454444444444444,0.8464444444444444,0.8465555555555555,0.8491111111111111,0.8472222222222222,0.8472222222222222,0.847011111111111,0.0009407771938110951,0.5091743119266054,0.5275229357798165,0.5,0.46788990825688076,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4748858447488584,0.4840182648401826,0.4883624481588538,0.02301978304651265,3,0.4885612608032537,0.4865277071682766,0.4885612608032537,0.4875444839857651,0.485510930350788,0.4923702950152594,0.4883011190233978,0.4979654120040692,0.4923702950152594,0.4933875890132248,0.49011003531825476,0.0036235800966617437
0.023925375938415528,0.002436103958381189,0.004343700408935547,0.0004395682265705341,1.0,l2,lbfgs,"{'C': 1.0, 'penalty': 'l2', 'solver': 'lbfgs'}",0.5751295336787563,0.6068601583113457,0.5940054495912808,0.5828571428571429,0.6049046321525886,0.5994397759103641,0.5737704918032787,0.5373961218836565,0.5683060109289617,0.5593667546174143,0.5802036071734789,0.020889264850357428,6,0.5841945288753799,0.58123291831157,0.5817191283292978,0.5819174757281553,0.5786125416540443,0.5834840265220013,0.5816419266888821,0.5904704463208684,0.584717607973422,0.5852187028657617,0.5833209303269383,0.0030222645240928253,0.8575987235739928,0.8746275135502943,0.8610302916539572,0.8886353504305591,0.8824878575283324,0.8523143844386368,0.8695560661603494,0.8486953267968123,0.8625752021468788,0.8434567554768211,0.8640977471756633,0.013917818873908255,30,0.8667752741795144,0.8649530129259904,0.8663475571008084,0.863597575551845,0.864262969452384,0.8674478503047688,0.8656791558282095,0.867897924078108,0.8664179015975595,0.8687621322505337,0.8662141353269723,0.0015412251783334672,0.836,0.851,0.851,0.854,0.855,0.857,0.844,0.833,0.842,0.833,0.8455999999999999,0.00878862901708794,8,0.848,0.8467777777777777,0.8464444444444444,0.8468888888888889,0.8454444444444444,0.8464444444444444,0.8465555555555555,0.8491111111111111,0.8472222222222222,0.8472222222222222,0.847011111111111,0.0009407771938110951,0.5091743119266054,0.5275229357798165,0.5,0.46788990825688076,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4748858447488584,0.4840182648401826,0.4883624481588538,0.02301978304651265,3,0.4885612608032537,0.4865277071682766,0.4885612608032537,0.4875444839857651,0.485510930350788,0.4923702950152594,0.4883011190233978,0.4979654120040692,0.4923702950152594,0.4933875890132248,0.49011003531825476,0.0036235800966617437
0.06428413391113282,0.007085805665915093,0.004508256912231445,0.0003174650770241078,1.0,l2,saga,"{'C': 1.0, 'penalty': 'l2', 'solver': 'saga'}",0.5751295336787563,0.6068601583113457,0.5940054495912808,0.5828571428571429,0.6049046321525886,0.5994397759103641,0.5737704918032787,0.5373961218836565,0.5683060109289617,0.5593667546174143,0.5802036071734789,0.020889264850357428,6,0.5841945288753799,0.58123291831157,0.5817191283292978,0.5819174757281553,0.5786125416540443,0.5834840265220013,0.5816419266888821,0.5904704463208684,0.584717607973422,0.5852187028657617,0.5833209303269383,0.0030222645240928253,0.8575869917173091,0.8746216476219526,0.8610361575822991,0.8886353504305593,0.8824878575283324,0.8523085378188601,0.8695560661603494,0.8486953267968123,0.8625752021468788,0.8434509088570443,0.8640954046660397,0.013919156433952617,32,0.8667744790319961,0.8649534466428186,0.8663479185314984,0.8635985875577773,0.8642636923137643,0.8674490073067567,0.8656801682049489,0.8678981410159808,0.8664176846596867,0.8687634338777702,0.8662146559142998,0.0015411941678110503,0.836,0.851,0.851,0.854,0.855,0.857,0.844,0.833,0.842,0.833,0.8455999999999999,0.00878862901708794,8,0.848,0.8467777777777777,0.8464444444444444,0.8468888888888889,0.8454444444444444,0.8464444444444444,0.8465555555555555,0.8491111111111111,0.8472222222222222,0.8472222222222222,0.847011111111111,0.0009407771938110951,0.5091743119266054,0.5275229357798165,0.5,0.46788990825688076,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4748858447488584,0.4840182648401826,0.4883624481588538,0.02301978304651265,3,0.4885612608032537,0.4865277071682766,0.4885612608032537,0.4875444839857651,0.485510930350788,0.4923702950152594,0.4883011190233978,0.4979654120040692,0.4923702950152594,0.4933875890132248,0.49011003531825476,0.0036235800966617437
0.09142615795135497,0.00960940904952956,0.004241943359375,0.0003137391926309347,1.0,l2,sag,"{'C': 1.0, 'penalty': 'l2', 'solver': 'sag'}",0.5751295336787563,0.6068601583113457,0.5940054495912808,0.5828571428571429,0.6049046321525886,0.5977653631284916,0.5737704918032787,0.5373961218836565,0.5683060109289617,0.5593667546174143,0.5800361658952917,0.020740584800378405,9,0.5841945288753799,0.58123291831157,0.5817191283292978,0.5819174757281553,0.5786125416540443,0.5834840265220013,0.5816419266888821,0.5902924329213144,0.584717607973422,0.5852187028657617,0.5833031289869829,0.002980334362698054,0.8575869917173091,0.8746333794786364,0.8610420235106409,0.888641216358901,0.8824878575283325,0.8523143844386368,0.8695619127801262,0.8486894801770355,0.8625927420062092,0.8434509088570443,0.8641000896852871,0.01392113976439757,27,0.8667749850349622,0.8649533020705423,0.866346906525566,0.8635982261270873,0.8642639814583164,0.8674489349941326,0.8656792281408338,0.8678968393887443,0.8664189139742989,0.8687644462545099,0.8662145763968994,0.0015413088331519538,0.836,0.851,0.851,0.854,0.855,0.856,0.844,0.833,0.842,0.833,0.8454999999999998,0.008663140308225426,11,0.848,0.8467777777777777,0.8464444444444444,0.8468888888888889,0.8454444444444444,0.8464444444444444,0.8465555555555555,0.849,0.8472222222222222,0.8472222222222222,0.8469999999999999,0.0009162456945816975,0.5091743119266054,0.5275229357798165,0.5,0.46788990825688076,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4748858447488584,0.4840182648401826,0.4883624481588538,0.02301978304651265,3,0.4885612608032537,0.4865277071682766,0.4885612608032537,0.4875444839857651,0.485510930350788,0.4923702950152594,0.4883011190233978,0.4979654120040692,0.4923702950152594,0.4933875890132248,0.49011003531825476,0.0036235800966617437
0.05091760158538818,0.003695605390667691,0.0043618202209472655,0.0006978936487093136,0.1,none,newton-cg,"{'C': 0.1, 'penalty': 'none', 'solver': 'newton-cg'}",0.5751295336787563,0.6068601583113457,0.5940054495912808,0.5828571428571429,0.6049046321525886,0.596100278551532,0.5737704918032787,0.5373961218836565,0.5683060109289617,0.5593667546174143,0.5798696574375957,0.020603816658208526,10,0.5855582524271844,0.5820940819423368,0.5830815709969789,0.5823475887170154,0.5782621858916138,0.5839108165109973,0.5815431164901664,0.5905393190720096,0.584717607973422,0.5852923447860157,0.583734688480774,0.003047052646767786,0.8576867124991201,0.8745571224101927,0.8609950960839063,0.888676411928952,0.8825699805251179,0.8523202310584135,0.8695209864416888,0.8488122591923479,0.8626453615842001,0.843456755476821,0.8641240917200761,0.013911797441285036,8,0.8667770813329652,0.8649587235308944,0.8663539905670928,0.8635938889588057,0.8642631140246602,0.8674513213107329,0.8656842900245314,0.8679021182103147,0.8664183354733048,0.8687690019498375,0.866217186538314,0.0015431882938392696,0.836,0.851,0.851,0.854,0.855,0.855,0.844,0.833,0.842,0.833,0.8453999999999999,0.008546344247688607,12,0.8482222222222222,0.847,0.8466666666666667,0.847,0.8452222222222222,0.8465555555555555,0.8463333333333334,0.849,0.8472222222222222,0.8471111111111111,0.8470333333333333,0.0009725237627615035,0.5091743119266054,0.5275229357798165,0.5,0.46788990825688076,0.5091743119266054,0.4885844748858447,0.4794520547945205,0.4429223744292237,0.4748858447488584,0.4840182648401826,0.4883624481588538,0.02301978304651265,3,0.49059481443823083,0.4875444839857651,0.49059481443823083,0.4880528723945094,0.485510930350788,0.4928789420142421,0.48880976602238047,0.49847405900305186,0.4923702950152594,0.4938962360122075,0.4908727213674665,0.0035408669454735447
